ID	TYPE	LEN	PW1_NAME	PW1_ROUTE	PW1_ROUTE_GENES
203	P1	10	Neurotrophin signaling pathway	['n4', 'n12', 'n13', 'n28', 'n35', 'n52', 'n34', 'n11', 'n234', 'n78', 'n33', 'n64']	['NTRK1', 'PLCG1', 'PLCG2', 'C00165', 'PRKCD', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'HRAS', 'KRAS', 'NRAS', 'PIK3CA', 'PIK3CB', 'PIK3CD', 'PIK3R1', 'PIK3R2', 'PIK3R3', 'C05981', 'PDPK1', 'AKT3', 'AKT1', 'AKT2', 'FOXO3']
204	P1	9	Neurotrophin signaling pathway	['n4', 'n12', 'n13', 'n28', 'n35', 'n52', 'n34', 'n132', 'n131', 'n69']	['NTRK1', 'PLCG1', 'PLCG2', 'C00165', 'PRKCD', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'HRAS', 'KRAS', 'NRAS', 'MAPK14', 'MAPK11', 'MAPK13', 'MAPK12', 'MAPKAPK2', 'ATF4']
205	P1	7	Neurotrophin signaling pathway	['n4', 'n12', 'n13', 'n28', 'n35', 'n52', 'n99', 'n69']	['NTRK1', 'PLCG1', 'PLCG2', 'C00165', 'PRKCD', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'RPS6KA5', 'ATF4']
206	P1	5	Neurotrophin signaling pathway	['n4', 'n12', 'n17', 'n181', 'n103', 'n104']	['NTRK1', 'PLCG1', 'PLCG2', 'C00076', 'CALML6', 'CALML5', 'CALM1', 'CALM2', 'CALM3', 'CALML3', 'CALML4', 'CAMK4', 'CAMK2A', 'CAMK2B', 'CAMK2D', 'CAMK2G', 'ATF4']
207	P1	5	Neurotrophin signaling pathway	['n5', 'n128', 'n11', 'n234', 'n33', 'n64']	['NTRK2', 'IRS1', 'PIK3CA', 'PIK3CB', 'PIK3CD', 'PIK3R1', 'PIK3R2', 'PIK3R3', 'C05981', 'AKT3', 'AKT1', 'AKT2', 'FOXO3']
208	P1	6	Neurotrophin signaling pathway	['n5', 'n128', 'n11', 'n234', 'n78', 'n33', 'n64']	['NTRK2', 'IRS1', 'PIK3CA', 'PIK3CB', 'PIK3CD', 'PIK3R1', 'PIK3R2', 'PIK3R3', 'C05981', 'PDPK1', 'AKT3', 'AKT1', 'AKT2', 'FOXO3']
209	P1	7	Neurotrophin signaling pathway	['n5', 'n12', 'n13', 'n28', 'n35', 'n52', 'n53', 'n69']	['NTRK2', 'PLCG1', 'PLCG2', 'C00165', 'PRKCD', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'RPS6KA6', 'RPS6KA1', 'RPS6KA2', 'RPS6KA3', 'ATF4']
210	P1	10	Neurotrophin signaling pathway	['n5', 'n12', 'n13', 'n28', 'n35', 'n52', 'n53', 'n34', 'n11', 'n234', 'n33', 'n64']	['NTRK2', 'PLCG1', 'PLCG2', 'C00165', 'PRKCD', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'RPS6KA6', 'RPS6KA1', 'RPS6KA2', 'RPS6KA3', 'HRAS', 'KRAS', 'NRAS', 'PIK3CA', 'PIK3CB', 'PIK3CD', 'PIK3R1', 'PIK3R2', 'PIK3R3', 'C05981', 'AKT3', 'AKT1', 'AKT2', 'FOXO3']
211	P1	11	Neurotrophin signaling pathway	['n5', 'n12', 'n13', 'n28', 'n35', 'n52', 'n53', 'n34', 'n11', 'n234', 'n78', 'n33', 'n64']	['NTRK2', 'PLCG1', 'PLCG2', 'C00165', 'PRKCD', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'RPS6KA6', 'RPS6KA1', 'RPS6KA2', 'RPS6KA3', 'HRAS', 'KRAS', 'NRAS', 'PIK3CA', 'PIK3CB', 'PIK3CD', 'PIK3R1', 'PIK3R2', 'PIK3R3', 'C05981', 'PDPK1', 'AKT3', 'AKT1', 'AKT2', 'FOXO3']
212	P1	10	Neurotrophin signaling pathway	['n5', 'n12', 'n13', 'n28', 'n35', 'n52', 'n53', 'n34', 'n132', 'n131', 'n69']	['NTRK2', 'PLCG1', 'PLCG2', 'C00165', 'PRKCD', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'RPS6KA6', 'RPS6KA1', 'RPS6KA2', 'RPS6KA3', 'HRAS', 'KRAS', 'NRAS', 'MAPK14', 'MAPK11', 'MAPK13', 'MAPK12', 'MAPKAPK2', 'ATF4']
213	P1	11	Neurotrophin signaling pathway	['n5', 'n12', 'n13', 'n28', 'n35', 'n52', 'n34', 'n141', 'n136', 'n137', 'n53', 'n69']	['NTRK2', 'PLCG1', 'PLCG2', 'C00165', 'PRKCD', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'HRAS', 'KRAS', 'NRAS', 'MAP3K3', 'MAP2K5', 'MAPK7', 'RPS6KA6', 'RPS6KA1', 'RPS6KA2', 'RPS6KA3', 'ATF4']
214	P1	9	Neurotrophin signaling pathway	['n5', 'n12', 'n13', 'n28', 'n35', 'n52', 'n34', 'n11', 'n234', 'n33', 'n64']	['NTRK2', 'PLCG1', 'PLCG2', 'C00165', 'PRKCD', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'HRAS', 'KRAS', 'NRAS', 'PIK3CA', 'PIK3CB', 'PIK3CD', 'PIK3R1', 'PIK3R2', 'PIK3R3', 'C05981', 'AKT3', 'AKT1', 'AKT2', 'FOXO3']
215	P1	10	Neurotrophin signaling pathway	['n5', 'n12', 'n13', 'n28', 'n35', 'n52', 'n34', 'n11', 'n234', 'n78', 'n33', 'n64']	['NTRK2', 'PLCG1', 'PLCG2', 'C00165', 'PRKCD', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'HRAS', 'KRAS', 'NRAS', 'PIK3CA', 'PIK3CB', 'PIK3CD', 'PIK3R1', 'PIK3R2', 'PIK3R3', 'C05981', 'PDPK1', 'AKT3', 'AKT1', 'AKT2', 'FOXO3']
216	P1	9	Neurotrophin signaling pathway	['n5', 'n12', 'n13', 'n28', 'n35', 'n52', 'n34', 'n132', 'n131', 'n69']	['NTRK2', 'PLCG1', 'PLCG2', 'C00165', 'PRKCD', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'HRAS', 'KRAS', 'NRAS', 'MAPK14', 'MAPK11', 'MAPK13', 'MAPK12', 'MAPKAPK2', 'ATF4']
217	P1	7	Neurotrophin signaling pathway	['n5', 'n12', 'n13', 'n28', 'n35', 'n52', 'n99', 'n69']	['NTRK2', 'PLCG1', 'PLCG2', 'C00165', 'PRKCD', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'RPS6KA5', 'ATF4']
218	P1	5	Neurotrophin signaling pathway	['n5', 'n12', 'n17', 'n181', 'n103', 'n104']	['NTRK2', 'PLCG1', 'PLCG2', 'C00076', 'CALML6', 'CALML5', 'CALM1', 'CALM2', 'CALM3', 'CALML3', 'CALML4', 'CAMK4', 'CAMK2A', 'CAMK2B', 'CAMK2D', 'CAMK2G', 'ATF4']
219	P1	5	Neurotrophin signaling pathway	['n6', 'n128', 'n11', 'n234', 'n33', 'n64']	['NTRK3', 'IRS1', 'PIK3CA', 'PIK3CB', 'PIK3CD', 'PIK3R1', 'PIK3R2', 'PIK3R3', 'C05981', 'AKT3', 'AKT1', 'AKT2', 'FOXO3']
220	P1	6	Neurotrophin signaling pathway	['n6', 'n128', 'n11', 'n234', 'n78', 'n33', 'n64']	['NTRK3', 'IRS1', 'PIK3CA', 'PIK3CB', 'PIK3CD', 'PIK3R1', 'PIK3R2', 'PIK3R3', 'C05981', 'PDPK1', 'AKT3', 'AKT1', 'AKT2', 'FOXO3']
221	P1	7	Neurotrophin signaling pathway	['n6', 'n12', 'n13', 'n28', 'n35', 'n52', 'n53', 'n69']	['NTRK3', 'PLCG1', 'PLCG2', 'C00165', 'PRKCD', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'RPS6KA6', 'RPS6KA1', 'RPS6KA2', 'RPS6KA3', 'ATF4']
222	P1	10	Neurotrophin signaling pathway	['n6', 'n12', 'n13', 'n28', 'n35', 'n52', 'n53', 'n34', 'n11', 'n234', 'n33', 'n64']	['NTRK3', 'PLCG1', 'PLCG2', 'C00165', 'PRKCD', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'RPS6KA6', 'RPS6KA1', 'RPS6KA2', 'RPS6KA3', 'HRAS', 'KRAS', 'NRAS', 'PIK3CA', 'PIK3CB', 'PIK3CD', 'PIK3R1', 'PIK3R2', 'PIK3R3', 'C05981', 'AKT3', 'AKT1', 'AKT2', 'FOXO3']
223	P1	11	Neurotrophin signaling pathway	['n6', 'n12', 'n13', 'n28', 'n35', 'n52', 'n53', 'n34', 'n11', 'n234', 'n78', 'n33', 'n64']	['NTRK3', 'PLCG1', 'PLCG2', 'C00165', 'PRKCD', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'RPS6KA6', 'RPS6KA1', 'RPS6KA2', 'RPS6KA3', 'HRAS', 'KRAS', 'NRAS', 'PIK3CA', 'PIK3CB', 'PIK3CD', 'PIK3R1', 'PIK3R2', 'PIK3R3', 'C05981', 'PDPK1', 'AKT3', 'AKT1', 'AKT2', 'FOXO3']
224	P1	10	Neurotrophin signaling pathway	['n6', 'n12', 'n13', 'n28', 'n35', 'n52', 'n53', 'n34', 'n132', 'n131', 'n69']	['NTRK3', 'PLCG1', 'PLCG2', 'C00165', 'PRKCD', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'RPS6KA6', 'RPS6KA1', 'RPS6KA2', 'RPS6KA3', 'HRAS', 'KRAS', 'NRAS', 'MAPK14', 'MAPK11', 'MAPK13', 'MAPK12', 'MAPKAPK2', 'ATF4']
225	P1	11	Neurotrophin signaling pathway	['n6', 'n12', 'n13', 'n28', 'n35', 'n52', 'n34', 'n141', 'n136', 'n137', 'n53', 'n69']	['NTRK3', 'PLCG1', 'PLCG2', 'C00165', 'PRKCD', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'HRAS', 'KRAS', 'NRAS', 'MAP3K3', 'MAP2K5', 'MAPK7', 'RPS6KA6', 'RPS6KA1', 'RPS6KA2', 'RPS6KA3', 'ATF4']
226	P1	9	Neurotrophin signaling pathway	['n6', 'n12', 'n13', 'n28', 'n35', 'n52', 'n34', 'n11', 'n234', 'n33', 'n64']	['NTRK3', 'PLCG1', 'PLCG2', 'C00165', 'PRKCD', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'HRAS', 'KRAS', 'NRAS', 'PIK3CA', 'PIK3CB', 'PIK3CD', 'PIK3R1', 'PIK3R2', 'PIK3R3', 'C05981', 'AKT3', 'AKT1', 'AKT2', 'FOXO3']
227	P1	10	Neurotrophin signaling pathway	['n6', 'n12', 'n13', 'n28', 'n35', 'n52', 'n34', 'n11', 'n234', 'n78', 'n33', 'n64']	['NTRK3', 'PLCG1', 'PLCG2', 'C00165', 'PRKCD', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'HRAS', 'KRAS', 'NRAS', 'PIK3CA', 'PIK3CB', 'PIK3CD', 'PIK3R1', 'PIK3R2', 'PIK3R3', 'C05981', 'PDPK1', 'AKT3', 'AKT1', 'AKT2', 'FOXO3']
228	P1	9	Neurotrophin signaling pathway	['n6', 'n12', 'n13', 'n28', 'n35', 'n52', 'n34', 'n132', 'n131', 'n69']	['NTRK3', 'PLCG1', 'PLCG2', 'C00165', 'PRKCD', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'HRAS', 'KRAS', 'NRAS', 'MAPK14', 'MAPK11', 'MAPK13', 'MAPK12', 'MAPKAPK2', 'ATF4']
229	P1	7	Neurotrophin signaling pathway	['n6', 'n12', 'n13', 'n28', 'n35', 'n52', 'n99', 'n69']	['NTRK3', 'PLCG1', 'PLCG2', 'C00165', 'PRKCD', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'RPS6KA5', 'ATF4']
230	P1	5	Neurotrophin signaling pathway	['n6', 'n12', 'n17', 'n181', 'n103', 'n104']	['NTRK3', 'PLCG1', 'PLCG2', 'C00076', 'CALML6', 'CALML5', 'CALM1', 'CALM2', 'CALM3', 'CALML3', 'CALML4', 'CAMK4', 'CAMK2A', 'CAMK2B', 'CAMK2D', 'CAMK2G', 'ATF4']
231	P1	6	Neurotrophin signaling pathway	['n32', 'n156', 'n122', 'n154', 'n113', 'n125']	['NGFR', 'CDC42', 'MAP3K1', 'MAP2K7', 'MAPK8', 'MAPK9', 'MAPK10', 'JUN']
232	P1	6	Neurotrophin signaling pathway	['n32', 'n156', 'n122', 'n154', 'n113', 'n115']	['NGFR', 'CDC42', 'MAP3K1', 'MAP2K7', 'MAPK8', 'MAPK9', 'MAPK10', 'TP53']
233	P1	6	Neurotrophin signaling pathway	['n32', 'n156', 'n126', 'n154', 'n113', 'n125']	['NGFR', 'CDC42', 'MAP3K5', 'MAP2K7', 'MAPK8', 'MAPK9', 'MAPK10', 'JUN']
234	P1	6	Neurotrophin signaling pathway	['n32', 'n156', 'n126', 'n154', 'n113', 'n115']	['NGFR', 'CDC42', 'MAP3K5', 'MAP2K7', 'MAPK8', 'MAPK9', 'MAPK10', 'TP53']
235	P1	6	Neurotrophin signaling pathway	['n32', 'n157', 'n122', 'n154', 'n113', 'n125']	['NGFR', 'RAC1', 'MAP3K1', 'MAP2K7', 'MAPK8', 'MAPK9', 'MAPK10', 'JUN']
236	P1	6	Neurotrophin signaling pathway	['n32', 'n157', 'n122', 'n154', 'n113', 'n115']	['NGFR', 'RAC1', 'MAP3K1', 'MAP2K7', 'MAPK8', 'MAPK9', 'MAPK10', 'TP53']
237	P1	6	Neurotrophin signaling pathway	['n32', 'n157', 'n126', 'n154', 'n113', 'n125']	['NGFR', 'RAC1', 'MAP3K5', 'MAP2K7', 'MAPK8', 'MAPK9', 'MAPK10', 'JUN']
238	P1	6	Neurotrophin signaling pathway	['n32', 'n157', 'n126', 'n154', 'n113', 'n115']	['NGFR', 'RAC1', 'MAP3K5', 'MAP2K7', 'MAPK8', 'MAPK9', 'MAPK10', 'TP53']
239	P1	4	Neurotrophin signaling pathway	['n32', 'n198', 'n11', 'n234', 'n33', 'n64']	['NGFR', 'C00195', 'PIK3CA', 'PIK3CB', 'PIK3CD', 'PIK3R1', 'PIK3R2', 'PIK3R3', 'C05981', 'AKT3', 'AKT1', 'AKT2', 'FOXO3']
240	P1	5	Neurotrophin signaling pathway	['n32', 'n198', 'n11', 'n234', 'n78', 'n33', 'n64']	['NGFR', 'C00195', 'PIK3CA', 'PIK3CB', 'PIK3CD', 'PIK3R1', 'PIK3R2', 'PIK3R3', 'C05981', 'PDPK1', 'AKT3', 'AKT1', 'AKT2', 'FOXO3']
241	P1	6	NF-kappa B signaling pathway	['n11', 'n157', 'n158', 'n174', 'n5', 'n170']	['IL1R1', 'IRAK1', 'IRAK4', 'MYD88', 'TRAF6', 'MAP3K7', 'TAB1', 'TAB2', 'TAB3', 'IKBKG', 'CHUK', 'IKBKB', 'NFKBIA', 'NFKB1', 'RELA']
242	P1	6	NF-kappa B signaling pathway	['n12', 'n159', 'n158', 'n174', 'n5', 'n170']	['TNFRSF1A', 'TRAF2', 'TRAF5', 'RIPK1', 'TRADD', 'MAP3K7', 'TAB1', 'TAB2', 'TAB3', 'IKBKG', 'CHUK', 'IKBKB', 'NFKBIA', 'NFKB1', 'RELA']
243	P1	5	NF-kappa B signaling pathway	['n17', 'n168', 'n20', 'n21', 'n568']	['LTBR', 'TRAF2', 'TRAF3', 'MAP3K14', 'CHUK', 'NFKB2', 'RELB']
244	P1	7	NF-kappa B signaling pathway	['n17', 'n167', 'n127', 'n158', 'n174', 'n5', 'n170']	['LTBR', 'TRAF2', 'TRAF5', 'MAP3K14', 'MAP3K7', 'TAB1', 'TAB2', 'TAB3', 'IKBKG', 'CHUK', 'IKBKB', 'NFKBIA', 'NFKB1', 'RELA']
245	P1	5	NF-kappa B signaling pathway	['n31', 'n169', 'n20', 'n21', 'n568']	['TNFRSF13C', 'TRAF2', 'TRAF3', 'MAP3K14', 'CHUK', 'NFKB2', 'RELB']
246	P1	6	NF-kappa B signaling pathway	['n31', 'n169', 'n138', 'n174', 'n5', 'n170']	['TNFRSF13C', 'TRAF2', 'TRAF3', 'BTK', 'IKBKG', 'CHUK', 'IKBKB', 'NFKBIA', 'NFKB1', 'RELA']
247	P1	6	NF-kappa B signaling pathway	['n33', 'n49', 'n158', 'n174', 'n5', 'n170']	['CD40', 'TRAF6', 'MAP3K7', 'TAB1', 'TAB2', 'TAB3', 'IKBKG', 'CHUK', 'IKBKB', 'NFKBIA', 'NFKB1', 'RELA']
248	P1	5	NF-kappa B signaling pathway	['n33', 'n164', 'n20', 'n21', 'n568']	['CD40', 'TRAF3', 'TRAF2', 'MAP3K14', 'CHUK', 'NFKB2', 'RELB']
249	P1	11	NF-kappa B signaling pathway	['n34', 'n79', 'n80', 'n36', 'n46', 'n38', 'n39', 'n40', 'n41', 'n174', 'n5', 'n170']	['K10784...', 'ZAP70', 'LAT', 'PLCG1', 'C00165', 'PRKCQ', 'CARD10', 'CARD14', 'CARD11', 'BCL10', 'MALT1', 'IKBKG', 'CHUK', 'IKBKB', 'NFKBIA', 'NFKB1', 'RELA']
250	P1	11	NF-kappa B signaling pathway	['n34', 'n79', 'n80', 'n36', 'n47', 'n48', 'n38', 'n39', 'n40', 'n41', 'n174', 'n5', 'n170']	['K10784...', 'ZAP70', 'LAT', 'PLCG1', 'C01245', 'C00076', 'PRKCQ', 'CARD10', 'CARD14', 'CARD11', 'BCL10', 'MALT1', 'IKBKG', 'CHUK', 'IKBKB', 'NFKBIA', 'NFKB1', 'RELA']
251	P1	11	NF-kappa B signaling pathway	['n35', 'n101', 'n156', 'n97', 'n99', 'n100', 'n37', 'n39', 'n40', 'n41', 'n174', 'n5', 'n170']	['IGH', 'SYK', 'BTK', 'BLNK', 'PLCG2', 'C01245', 'C00076', 'PRKCB', 'CARD10', 'CARD14', 'CARD11', 'BCL10', 'MALT1', 'IKBKG', 'CHUK', 'IKBKB', 'NFKBIA', 'NFKB1', 'RELA']
252	P1	11	NF-kappa B signaling pathway	['n35', 'n101', 'n156', 'n97', 'n98', 'n37', 'n39', 'n40', 'n41', 'n174', 'n5', 'n170']	['IGH', 'SYK', 'BTK', 'BLNK', 'PLCG2', 'C00165', 'PRKCB', 'CARD10', 'CARD14', 'CARD11', 'BCL10', 'MALT1', 'IKBKG', 'CHUK', 'IKBKB', 'NFKBIA', 'NFKB1', 'RELA']
253	P1	5	NF-kappa B signaling pathway	['n56', 'n165', 'n20', 'n21', 'n568']	['TNFRSF11A', 'TRAF6', 'TRAF2', 'MAP3K14', 'CHUK', 'NFKB2', 'RELB']
254	P1	6	NF-kappa B signaling pathway	['n56', 'n165', 'n158', 'n174', 'n5', 'n170']	['TNFRSF11A', 'TRAF6', 'TRAF2', 'MAP3K7', 'TAB1', 'TAB2', 'TAB3', 'IKBKG', 'CHUK', 'IKBKB', 'NFKBIA', 'NFKB1', 'RELA']
255	P1	8	NF-kappa B signaling pathway	['n82', 'n58', 'n160', 'n161', 'n158', 'n174', 'n5', 'n170']	['CD14', 'TLR4', 'TIRAP', 'MYD88', 'IRAK1', 'IRAK4', 'TRAF6', 'MAP3K7', 'TAB1', 'TAB2', 'TAB3', 'IKBKG', 'CHUK', 'IKBKB', 'NFKBIA', 'NFKB1', 'RELA']
256	P1	8	NF-kappa B signaling pathway	['n82', 'n58', 'n162', 'n163', 'n158', 'n174', 'n5', 'n170']	['CD14', 'TLR4', 'TICAM2', 'TICAM1', 'RIPK1', 'TRAF6', 'MAP3K7', 'TAB1', 'TAB2', 'TAB3', 'IKBKG', 'CHUK', 'IKBKB', 'NFKBIA', 'NFKB1', 'RELA']
257	P1	6	NF-kappa B signaling pathway	['n148', 'n175', 'n158', 'n174', 'n5', 'n170']	['EDA2R', 'TRAF3', 'TRAF6', 'MAP3K7', 'TAB1', 'TAB2', 'TAB3', 'IKBKG', 'CHUK', 'IKBKB', 'NFKBIA', 'NFKB1', 'RELA']
258	P1	5	NF-kappa B signaling pathway	['n152', 'n176', 'n20', 'n21', 'n568']	['EDA2R', 'TRAF3', 'TRAF6', 'MAP3K14', 'CHUK', 'NFKB2', 'RELB']
259	P1	6	Osteoclast differentiation	['n4', 'n3', 'n81', 'n14', 'n15', 'n16']	['TNFRSF11A', 'TRAF2', 'TRAF6', 'MAP3K7', 'TAB1', 'TAB2', 'IKBKB', 'NFKBIA', 'NFKB1', 'RELA']
260	P1	5	Osteoclast differentiation	['n4', 'n3', 'n10', 'n11', 'n69']	['TNFRSF11A', 'TRAF2', 'TRAF6', 'MAP3K14', 'CHUK', 'NFKB2', 'RELB']
261	P1	5	Osteoclast differentiation	['n4', 'n41', 'n44', 'n46', 'n47', 'n48']	['TNFRSF11A', 'BTK', 'TEC', 'PLCG2', 'C00076', 'PPP3CA', 'PPP3CB', 'PPP3CC', 'PPP3R1', 'PPP3R2', 'NFATC1']
262	P1	5	Osteoclast differentiation	['n4', 'n41', 'n44', 'n46', 'n49', 'n50']	['TNFRSF11A', 'BTK', 'TEC', 'PLCG2', 'C00076', 'CAMK4', 'CREB1']
263	P1	6	Osteoclast differentiation	['n34', 'n3', 'n81', 'n14', 'n15', 'n16']	['IL1R1', 'TRAF2', 'TRAF6', 'MAP3K7', 'TAB1', 'TAB2', 'IKBKB', 'NFKBIA', 'NFKB1', 'RELA']
264	P1	5	Osteoclast differentiation	['n34', 'n3', 'n10', 'n11', 'n69']	['IL1R1', 'TRAF2', 'TRAF6', 'MAP3K14', 'CHUK', 'NFKB2', 'RELB']
265	P1	6	Osteoclast differentiation	['n59', 'n3', 'n81', 'n14', 'n15', 'n16']	['TNFRSF1A', 'TRAF2', 'TRAF6', 'MAP3K7', 'TAB1', 'TAB2', 'IKBKB', 'NFKBIA', 'NFKB1', 'RELA']
266	P1	5	Osteoclast differentiation	['n59', 'n3', 'n10', 'n11', 'n69']	['TNFRSF1A', 'TRAF2', 'TRAF6', 'MAP3K14', 'CHUK', 'NFKB2', 'RELB']
267	P1	7	Oxytocin signaling pathway	['n14', 'n6', 'n18', 'n19', 'n20', 'n21', 'n315']	['OXTR', 'GNAQ', 'HRAS', 'KRAS', 'NRAS', 'RAF1', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'PTGS2', 'JUN', 'FOS', 'MEF2C', 'CCND1', 'ELK1']
268	P1	8	Oxytocin signaling pathway	['n14', 'n6', 'n16', 'n3', 'n17', 'n19', 'n20', 'n21', 'n315']	['OXTR', 'GNAQ', 'PLCB1', 'PLCB2', 'PLCB3', 'PLCB4', 'C00165', 'PRKCA', 'PRKCB', 'PRKCG', 'RAF1', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'PTGS2', 'JUN', 'FOS', 'MEF2C', 'CCND1', 'ELK1']
269	P1	5	Oxytocin signaling pathway	['n14', 'n6', 'n49', 'n50', 'n315']	['OXTR', 'GNAQ', 'MAP2K5', 'MAPK7', 'PTGS2', 'JUN', 'FOS', 'MEF2C', 'CCND1', 'ELK1']
270	P1	5	Oxytocin signaling pathway	['n14', 'n70', 'n71', 'n74', 'n75']	['OXTR', 'GNAI1', 'GNAI2', 'GNAI3', 'GNAO1', 'PLCB1', 'PLCB2', 'PLCB3', 'PLCB4', 'EGFR', 'MAPK1', 'MAPK3']
271	P1	5	Oxytocin signaling pathway	['n14', 'n70', 'n72', 'n74', 'n75']	['OXTR', 'GNAI1', 'GNAI2', 'GNAI3', 'GNAO1', 'PIK3R6', 'PIK3R5', 'PIK3CG', 'EGFR', 'MAPK1', 'MAPK3']
272	P1	5	Oxytocin signaling pathway	['n14', 'n70', 'n73', 'n74', 'n75']	['OXTR', 'GNAI1', 'GNAI2', 'GNAI3', 'GNAO1', 'SRC', 'EGFR', 'MAPK1', 'MAPK3']
273	P1	4	p53 signaling pathway	['n174', 'n8', 'n7', 'n48']	['DNA damage', 'ATM', 'CHEK2', 'TP53']
274	P1	4	p53 signaling pathway	['n174', 'n6', 'n5', 'n48']	['DNA damage', 'ATR', 'CHEK1', 'TP53']
275	P1	5	Rap1 signaling pathway	['n32', 'n33', 'n61', 'n39', 'n23', 'n6']	['ADORA2A', 'ADORA2B', 'LPAR1', 'F2R', 'LPAR3', 'FPR1', 'LPAR4', 'P2RY1', 'LPAR5', 'F2RL3', 'LPAR2', 'GNAS', 'ADCY1', 'ADCY2', 'ADCY3', 'ADCY5', 'ADCY6', 'ADCY7', 'ADCY8', 'ADCY9', 'ADCY4', 'C00575', 'RAPGEF3', 'RAPGEF4', 'RAP1A', 'RAP1B']
276	P1	5	Rap1 signaling pathway	['n32', 'n34', 'n35', 'n40', 'n59', 'n6']	['ADORA2A', 'ADORA2B', 'LPAR1', 'F2R', 'LPAR3', 'FPR1', 'LPAR4', 'P2RY1', 'LPAR5', 'F2RL3', 'LPAR2', 'GNAQ', 'PLCB1', 'PLCB2', 'PLCB3', 'PLCB4', 'C00165', 'RASGRP3', 'RAP1A', 'RAP1B']
277	P1	5	Rap1 signaling pathway	['n32', 'n34', 'n35', 'n41', 'n60', 'n6']	['ADORA2A', 'ADORA2B', 'LPAR1', 'F2R', 'LPAR3', 'FPR1', 'LPAR4', 'P2RY1', 'LPAR5', 'F2RL3', 'LPAR2', 'GNAQ', 'PLCB1', 'PLCB2', 'PLCB3', 'PLCB4', 'C00076', 'RASGRP2', 'RAP1A', 'RAP1B']
278	P1	3	Rap1 signaling pathway	['n37', 'n38', 'n6']	['CDH1', 'RAPGEF1', 'RAP1A', 'RAP1B']
279	P1	4	Rap1 signaling pathway	['n62', 'n63', 'n26', 'n6']	['CNR1', 'DRD2', 'GNAI1', 'GNAI2', 'GNAI3', 'GNAO1', 'RAP1GAP', 'RAP1A', 'RAP1B']
280	P1	4	Rap1 signaling pathway	['n83', 'n89', 'n103', 'n6']	['K10784...', 'LAT', 'LCP2', 'FYB1', 'SKAP1', 'RAP1A', 'RAP1B']
281	P1	8	Relaxin signaling pathway	['n220', 'n221', 'n144', 'n145', 'n138', 'n139', 'n140', 'n141']	['EGFR', 'GRB2', 'SHC2', 'SHC4', 'SHC3', 'SHC1', 'SOS1', 'SOS2', 'HRAS', 'KRAS', 'NRAS', 'RAF1', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3']
282	P1	6	T cell receptor signaling pathway	['n56', 'n54', 'n59', 'n47', 'n76', 'n35']	['CD3E', 'FYN', 'LCK', 'ZAP70', 'MAPK14', 'MAPK11', 'MAPK13', 'MAPK12', 'NFATC1', 'NFATC2', 'NFATC3']
283	P1	11	T cell receptor signaling pathway	['n56', 'n54', 'n59', 'n47', 'n40', 'n38', 'n2', 'n24', 'n72', 'n83', 'n13', 'n14']	['CD3E', 'FYN', 'LCK', 'ZAP70', 'LAT', 'PLCG1', 'C00165', 'PRKCQ', 'MAP3K7', 'IKBKB', 'IKBKG', 'CHUK', 'NFKBIA', 'NFKBIB', 'NFKBIE', 'NFKB1', 'RELA']
284	P1	12	T cell receptor signaling pathway	['n56', 'n54', 'n59', 'n47', 'n40', 'n38', 'n2', 'n32', 'n33', 'n70', 'n69', 'n71', 'n34']	['CD3E', 'FYN', 'LCK', 'ZAP70', 'LAT', 'PLCG1', 'C00165', 'RASGRP1', 'HRAS', 'KRAS', 'NRAS', 'RAF1', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'FOS', 'JUN']
